amount_to_invest,risk_level,horizon,experience,preferred_sector,preferred_type,stock_allocation,mf_allocation,etf_allocation,recommended
117852,Medium,5,Beginner,"Banking,FMCG,Infrastructure","Stocks,MF,ETF",47,29,24,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
385803,Low,1,Advanced,"Tech,Infrastructure,FMCG,Banking","Stocks,MF",67,33,0,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
381133,Medium,14,Intermediate,"Infrastructure,FMCG,Banking,Tech","Stocks,ETF",73,0,27,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
488291,Low,11,Advanced,"Tech,Infrastructure,Banking,FMCG","MF,ETF",0,64,36,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
354762,Low,5,Intermediate,Tech,"Stocks,MF",73,27,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
240640,Low,1,Beginner,"Infrastructure,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [], ""etfs"": []}"
132108,Medium,7,Intermediate,Banking,ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
79378,Low,2,Beginner,"FMCG,Infrastructure,Tech",Stocks,100,0,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [], ""etfs"": []}"
476257,Low,2,Intermediate,Banking,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
55173,Low,14,Beginner,"FMCG,Infrastructure","Stocks,ETF",65,0,35,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
281113,Low,6,Beginner,"FMCG,Infrastructure","Stocks,MF,ETF",48,23,29,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
352369,Medium,9,Advanced,"Infrastructure,Banking","Stocks,MF",70,30,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
419707,Medium,1,Intermediate,Banking,"Stocks,MF",41,59,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
269813,High,7,Advanced,"Infrastructure,Banking,FMCG,Tech","Stocks,ETF",44,0,56,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
289293,High,9,Advanced,"Infrastructure,Tech,Banking,FMCG","MF,ETF",0,79,21,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
58560,High,15,Intermediate,Tech,"Stocks,MF",73,27,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
470432,High,9,Beginner,"Tech,Infrastructure,FMCG,Banking","Stocks,ETF",55,0,45,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
299909,High,14,Intermediate,"Infrastructure,Banking","Stocks,MF,ETF",41,29,30,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
64963,Medium,6,Advanced,Infrastructure,Stocks,100,0,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
15501,Medium,13,Advanced,Infrastructure,"Stocks,MF",59,41,0,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
283686,Medium,15,Beginner,"FMCG,Banking","Stocks,ETF",64,0,36,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
357422,Medium,9,Beginner,"Banking,Infrastructure,Tech","Stocks,MF",47,53,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
76660,High,11,Advanced,"Banking,Infrastructure","Stocks,MF",57,43,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
180361,High,4,Intermediate,"Infrastructure,FMCG,Banking,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
248256,High,3,Beginner,"Banking,Infrastructure",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
124533,High,2,Intermediate,"Banking,FMCG,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
151746,Medium,12,Intermediate,"FMCG,Banking","Stocks,ETF",58,0,42,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
67123,High,9,Beginner,"Infrastructure,FMCG,Banking,Tech","MF,ETF",0,53,47,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
265053,High,11,Intermediate,"FMCG,Banking,Tech,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": []}"
170353,Medium,13,Beginner,"Tech,Banking,FMCG","Stocks,MF",77,23,0,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
252339,Low,1,Intermediate,"Banking,Tech,Infrastructure,FMCG","Stocks,MF,ETF",36,29,35,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
478760,High,7,Beginner,"Tech,FMCG,Infrastructure","Stocks,MF,ETF",46,23,31,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
433958,Medium,14,Beginner,Infrastructure,"Stocks,MF,ETF",51,24,25,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
408368,Medium,10,Intermediate,"Banking,FMCG,Infrastructure,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
172405,Low,15,Beginner,"Banking,FMCG",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
100253,High,10,Advanced,"Infrastructure,Tech","Stocks,ETF",68,0,32,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
297445,Low,5,Beginner,"Banking,Tech,FMCG,Infrastructure","Stocks,MF,ETF",45,27,28,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
143134,Low,14,Beginner,"FMCG,Infrastructure,Banking,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
215350,High,11,Beginner,"Banking,FMCG,Tech","MF,ETF",0,49,51,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
243783,Low,9,Beginner,"Banking,Tech,Infrastructure",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
377424,Low,7,Advanced,"Tech,Infrastructure,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
120843,Medium,4,Beginner,"FMCG,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
443411,Low,7,Beginner,Tech,"Stocks,ETF",79,0,21,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
141785,Medium,6,Advanced,Tech,"Stocks,ETF",57,0,43,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
368791,Medium,9,Beginner,"Tech,Banking,Infrastructure,FMCG","Stocks,ETF",54,0,46,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
